ID,updated_at,Vendor,Title,Type,Variant Price,Variant Compare Price,Variant Barcode,custom.mini_description,custom.moyenne_description,custom.utilisation,custom.taille,custom.ingredients,custom.routine,custom.info_bestseller,custom.info_cruelty_free,custom.info_vegan,custom.info_clean_beauty,custom.tout_type,custom.peau_grasse,custom.peau_mature,custom.peau_seche,custom.peau_sensible,custom.peau_acneique,custom.periode_mois,custom.texte_recyclage,Product ID,Variant ID
9813922349397.0,2025-04-28T16:16:54+02:00,ROMAND,Dewyful Water Tint #06 Thulian,M,13.9,,8809625244194,Encre à lèvres,"Un encre à lèvres facile à appliquer adaptées à un usage quotidien. Crée de la brillance et une couleur intense en appliquant plusieurs couches.
Offre une finition vibrante et rosée.",Appliquer une quantité modérée de produit sur vos lèvres avec l'applicateur inclus et estomper en pressant vos lèvres l'une contre l'autre.,5 gr,"Water, Bis-Diglyceryl Polyacyladipate-2, Glycerin, Diphenyl Dimethicone, Diphenylsiloxy Phenyl Trimethicone, Polyglycerin-3, Diisostearyl Malate, Hydrogenated Polyisobutene, Polybutene, Trimethylsiloxyphenyl Dimethicone, Alcohol Denat., Polysorbate 60, Isononyl Isononanoate, Pentylene Glycol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glyceryl Stearate, PEG-100 Stearate, Squalane, Phenoxyethanol, Lauryl PEG-10 Tris(Trimethylsiloxy)silylethyl Dimethicone, Titanium Dioxide (CI 77891), Yellow 6 (CI 15985), Fragrance, Red 33 (CI 17200), Ethylhexylglycerin, Red 28 (CI 45410), Sorbitan Isostearate, Dextrin, Iron Oxides (CI 77499), Stevioside, Trisodium Ethylenediamine Disuccinate, Yellow 5 (CI 19140), Aluminum Hydroxide, Ammonium Polyacrylate, Blue 1 (CI 42090), Butylene Glycol, Tocopherol, Lavandula Angustifolia (Lavender) Extract, Origanum Vulgare Flower/Leaf/Stem Extract, Rosmarinus Officinalis (Rosemary) Extract, Thymus Vulgaris (Thyme) Extract",,,,,,,,,,,,,,,
9814953066837.0,2025-04-28T16:16:55+02:00,PERIPERA,Ink Airy Velvet #03 Cartoon Coral,M,11.9,,8800255681588,Encre à lèvres à la texture veloutée,Encre à lèvres à la couleur intense et à la texture veloutée. Ses ingrédients hydratants permettent de lisser la peau tout en laissant les lèvres douces et souples.,Appliquer délicatement une quantité modérée de l'intérieur des lèvres vers l'extérieur.,,"Dimethicone, Cyclopentasiloxane, Dimethicone Crosspolymer, Cyclohexasiloxane, Polyglyceryl-2 Triisostearate, Talc, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenyl Trimethicone, Ethylhexyl Salicylate, Cyclotetrasiloxane, Phenoxyethanol, Tocopheryl Acetate, Fragrance, Benzyl Benzoate, Linalool, Amyl Cinnamal, 2-hexanediol, Cotton Seed Oil, Red Iron Oxide, Titanium Dioxide (CI 77891), Gossypium Herbaceum (Cotton) Seed Oil, Red No. 202, Hexylcinnamol, Yellow 5 Lake (CI 19140), Iron Oxides (CI 77491), Red 28 Lake (CI 45410), Yellow 6 Lake (CI 15985), Camellia Sinensis (Green Tea) Seed Oil, Iron Oxides (CI 77499), Mangifera Indica (Mango) Seed Oil, Red 104 (1), Hexyl Cinnamal, Yellow No. 4, Yellow No. 5, C30-45 Alkyl Dimethicone, Butyl Octyl Salicylate, 1, Black Iron Oxide, Titanium Dioxide, Butyloctyl Salicylate, 1,2-Hexanediol, Red No. 104 (1), C30 -45 Alkyl Dimethicone, Mango Seed Oil, Iron Oxides (CI 77492), Green Tea Seed Oil, Red 7 Lake (CI 15850:1)",,,,,,,,,,,,,,,
9814960570709.0,2025-04-28T16:16:55+02:00,PERIPERA,Ink Airy Velvet #06 Sold Out Red,M,11.9,,8809644492811,Encre à lèvres à la texture veloutée,Encre à lèvres à la couleur intense et à la texture veloutée. Ses ingrédients hydratants permettent de lisser la peau tout en laissant les lèvres douces et souples.,Appliquer délicatement une quantité modérée de l'intérieur des lèvres vers l'extérieur.,,"Dimethicone, Cyclopentasiloxane, Dimethicone Crosspolymer, Cyclohexasiloxane, Polyglyceryl-2 Triisostearate, Talc, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenyl Trimethicone, Ethylhexyl Salicylate, Cyclotetrasiloxane, Phenoxyethanol, Tocopheryl Acetate, Fragrance, Benzyl Benzoate, Linalool, Amyl Cinnamal, 2-hexanediol, Cotton Seed Oil, Red Iron Oxide, Titanium Dioxide (CI 77891), Gossypium Herbaceum (Cotton) Seed Oil, Red No. 202, Hexylcinnamol, Yellow 5 Lake (CI 19140), Iron Oxides (CI 77491), Red 28 Lake (CI 45410), Yellow 6 Lake (CI 15985), Camellia Sinensis (Green Tea) Seed Oil, Iron Oxides (CI 77499), Mangifera Indica (Mango) Seed Oil, Red 104 (1), Hexyl Cinnamal, Yellow No. 4, Yellow No. 5, C30-45 Alkyl Dimethicone, Butyl Octyl Salicylate, 1, Black Iron Oxide, Titanium Dioxide, Butyloctyl Salicylate, 1,2-Hexanediol, Red No. 104 (1), C30 -45 Alkyl Dimethicone, Mango Seed Oil, Iron Oxides (CI 77492), Green Tea Seed Oil, Red 7 Lake (CI 15850:1)",,,,,,,,,,,,,,,
9814961684821.0,2025-04-28T16:16:55+02:00,PERIPERA,Ink Airy Velvet #07 Heart Grapefruit,M,11.9,,8800255681595,Encre à lèvres à la texture veloutée,Encre à lèvres à la couleur intense et à la texture veloutée. Ses ingrédients hydratants permettent de lisser la peau tout en laissant les lèvres douces et souples.,Appliquer délicatement une quantité modérée de l'intérieur des lèvres vers l'extérieur.,,"Dimethicone, Cyclopentasiloxane, Dimethicone Crosspolymer, Cyclohexasiloxane, Polyglyceryl-2 Triisostearate, Talc, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenyl Trimethicone, Ethylhexyl Salicylate, Cyclotetrasiloxane, Phenoxyethanol, Tocopheryl Acetate, Fragrance, Benzyl Benzoate, Linalool, Amyl Cinnamal, 2-hexanediol, Cotton Seed Oil, Red Iron Oxide, Titanium Dioxide (CI 77891), Gossypium Herbaceum (Cotton) Seed Oil, Red No. 202, Hexylcinnamol, Yellow 5 Lake (CI 19140), Iron Oxides (CI 77491), Red 28 Lake (CI 45410), Yellow 6 Lake (CI 15985), Camellia Sinensis (Green Tea) Seed Oil, Iron Oxides (CI 77499), Mangifera Indica (Mango) Seed Oil, Red 104 (1), Hexyl Cinnamal, Yellow No. 4, Yellow No. 5, C30-45 Alkyl Dimethicone, Butyl Octyl Salicylate, 1, Black Iron Oxide, Titanium Dioxide, Butyloctyl Salicylate, 1,2-Hexanediol, Red No. 104 (1), C30 -45 Alkyl Dimethicone, Mango Seed Oil, Iron Oxides (CI 77492), Green Tea Seed Oil, Red 7 Lake (CI 15850:1)",,,,,,,,,,,,,,,
9814963585365.0,2025-04-28T16:16:55+02:00,PERIPERA,Ink Airy Velvet #14 Rosy Pink,M,11.9,,8800255681601,Encre à lèvres à la texture veloutée,Encre à lèvres à la couleur intense et à la texture veloutée. Ses ingrédients hydratants permettent de lisser la peau tout en laissant les lèvres douces et souples.,Appliquer délicatement une quantité modérée de l'intérieur des lèvres vers l'extérieur.,,"Dimethicone, Cyclopentasiloxane, Dimethicone Crosspolymer, Cyclohexasiloxane, Polyglyceryl-2 Triisostearate, Talc, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenyl Trimethicone, Ethylhexyl Salicylate, Cyclotetrasiloxane, Phenoxyethanol, Tocopheryl Acetate, Fragrance, Benzyl Benzoate, Linalool, Amyl Cinnamal, 2-hexanediol, Cotton Seed Oil, Red Iron Oxide, Titanium Dioxide (CI 77891), Gossypium Herbaceum (Cotton) Seed Oil, Red No. 202, Hexylcinnamol, Yellow 5 Lake (CI 19140), Iron Oxides (CI 77491), Red 28 Lake (CI 45410), Yellow 6 Lake (CI 15985), Camellia Sinensis (Green Tea) Seed Oil, Iron Oxides (CI 77499), Mangifera Indica (Mango) Seed Oil, Red 104 (1), Hexyl Cinnamal, Yellow No. 4, Yellow No. 5, C30-45 Alkyl Dimethicone, Butyl Octyl Salicylate, 1, Black Iron Oxide, Titanium Dioxide, Butyloctyl Salicylate, 1,2-Hexanediol, Red No. 104 (1), C30 -45 Alkyl Dimethicone, Mango Seed Oil, Iron Oxides (CI 77492), Green Tea Seed Oil, Red 7 Lake (CI 15850:1)",,,,,,,,,,,,,,,
9814971810133.0,2025-04-28T16:16:56+02:00,PERIPERA,Ink Airy Velvet #23 In The Peachlight,M,11.9,,8800255681632,Encre à lèvres à la texture veloutée,Encre à lèvres à la couleur intense et à la texture veloutée. Ses ingrédients hydratants permettent de lisser la peau tout en laissant les lèvres douces et souples.,Appliquer délicatement une quantité modérée de l'intérieur des lèvres vers l'extérieur.,,"Dimethicone,Cyclopentasiloxane,Dimethicone Crosspolymer,Cyclohexasiloxane,Polyglyceryl-2 Triisostearate,Titanium Dioxide CI 77891,1,2-Hexanediol,Talc,Dimethicone/Vinyl Dimethicone Crosspolymer,Ethylhexyl Salicylate,Butyloctyl Salicylate,Phenyl Trimethicone,Sunset Yellow FCF,Phenoxyethanol,Lithol Rubine BCA,Tocopheryl Acetate,C30-45 Alkyl Dimethicone,Fragrance,Iron Oxide Black,Benzyl Benzoate,Linalool,Amyl Cinnamal,Hexyl Cinnamal,Mangifera Indica (Mango) Seed Oil,Gossypium Herbaceum (Cotton) Seed Oil,Camellia Sinensis Seed Oil",,,,,,,,,,,,,,,
9814972825941.0,2025-04-28T16:16:56+02:00,PERIPERA,Ink Airy Velvet #24 Heavenly Peach,M,11.9,,8800255681649,Encre à lèvres à la texture veloutée,Encre à lèvres à la couleur intense et à la texture veloutée. Ses ingrédients hydratants permettent de lisser la peau tout en laissant les lèvres douces et souples.,Appliquer délicatement une quantité modérée de l'intérieur des lèvres vers l'extérieur.,,"Dimethicone,Cyclopentasiloxane,Dimethicone Crosspolymer,Cyclohexasiloxane,Polyglyceryl-2 Triisostearate,Titanium Dioxide CI 77891,1,2-Hexanediol,Sunset Yellow FCF,Talc,Dimethicone/Vinyl Dimethicone Crosspolymer,Ethylhexyl Salicylate,Phenyl Trimethicone,Butyloctyl Salicylate,Lithol Rubine BCA,Phenoxyethanol,Tocopheryl Acetate,C30-45 Alkyl Dimethicone,Fragrance,Benzyl Benzoate,Linalool,Amyl Cinnamal,Hexyl Cinnamal,Gossypium Herbaceum (Cotton) Seed Oil,Camellia Sinensis Seed Oil,Mangifera Indica (Mango) Seed Oil",,,,,,,,,,,,,,,
9814973350229.0,2025-04-28T16:16:56+02:00,PERIPERA,Ink Airy Velvet #25 Zazzy Peach,M,11.9,,8800255681656,Encre à lèvres à la texture veloutée,Encre à lèvres à la couleur intense et à la texture veloutée. Ses ingrédients hydratants permettent de lisser la peau tout en laissant les lèvres douces et souples.,Appliquer délicatement une quantité modérée de l'intérieur des lèvres vers l'extérieur.,,"Dimethicone,Cyclopentasiloxane,Dimethicone Crosspolymer,Cyclohexasiloxane,Polyglyceryl-2 Triisostearate,Titanium Dioxide CI 77891,1,2-Hexanediol,Talc,Dimethicone/Vinyl Dimethicone Crosspolymer,Ethylhexyl Salicylate,Butyloctyl Salicylate,Phenyl Trimethicone,Phloxine B CI 45410,Iron Oxide Red,Phenoxyethanol,Tocopheryl Acetate,Lithol Rubine BCA,C30-45 Alkyl Dimethicone,Fragrance,Benzyl Benzoate,Linalool,Amyl Cinnamal,Hexyl Cinnamal,Gossypium Herbaceum (Cotton) Seed Oil,Camellia Sinensis Seed Oil,Mangifera Indica (Mango) Seed Oil",,,,,,,,,,,,,,,
9814974923093.0,2025-04-28T16:16:56+02:00,PERIPERA,Ink Airy Velvet #27 Inside Peach,M,11.9,,8800255681670,Encre à lèvres à la texture veloutée,Encre à lèvres à la couleur intense et à la texture veloutée. Ses ingrédients hydratants permettent de lisser la peau tout en laissant les lèvres douces et souples.,Appliquer délicatement une quantité modérée de l'intérieur des lèvres vers l'extérieur.,,"Dimethicone,Cyclopentasiloxane,Dimethicone Crosspolymer,Cyclohexasiloxane,Polyglyceryl-2 Triisostearate,Titanium Dioxide,Tartrazine,1,2-Hexanediol,Cetyl PEG/PPG-10/1 Dimethicone,Talc,Phloxine B,Dimethicone/Vinyl Dimethicone Crosspolymer,Phenyl Trimethicone,Butyloctyl Salicylate,Phenoxyethanol,Tocopheryl Acetate, Red Ferric Oxide,C30-45 Alkyl Dimethicone,Fragrance,Brilliant Blue FCF,Benzyl Benzoate,Linalool,Amyl Cinnamal,Hexyl Cinnamal,Camellia Sinensis Seed Oil,Gossypium Herbaceum (Cotton) Seed Oil,Mangifera Indica (Mango) Seed Oil,Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate",,,,,,,,,,,,,,,
9814975545685.0,2025-04-28T16:16:56+02:00,PERIPERA,Ink Airy Velvet #28 Berry Good Pink,M,11.9,,8800255681687,Encre à lèvres à la texture veloutée,Encre à lèvres à la couleur intense et à la texture veloutée. Ses ingrédients hydratants permettent de lisser la peau tout en laissant les lèvres douces et souples.,Appliquer délicatement une quantité modérée de l'intérieur des lèvres vers l'extérieur.,,"Dimethicone,Cyclopentasiloxane,Dimethicone Crosspolymer,Cyclohexasiloxane,Polyglyceryl-2 Triisostearate,Titanium Dioxide,1,2-Hexanediol,Cetyl PEG/PPG-10/1 Dimethicone,Talc,Dimethicone/Vinyl Dimethicone Crosspolymer,Butyloctyl Salicylate,Phenyl Trimethicone, Red Ferric Oxide,Phenoxyethanol,Lithol Rubine BCA,Phloxine B,Tocopheryl Acetate,Tartrazine,C30-45 Alkyl Dimethicone,Fragrance,Benzyl Benzoate,Linalool,Amyl Cinnamal,Hexyl Cinnamal,Gossypium Herbaceum (Cotton) Seed Oil,Camellia Sinensis Seed Oil,Mangifera Indica (Mango) Seed Oil,Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate",,,,,,,,,,,,,,,
9814976463189.0,2025-04-28T16:16:56+02:00,PERIPERA,Ink Airy Velvet #29 What Are you Fig,M,11.9,,8800255681694,Encre à lèvres à la texture veloutée,Encre à lèvres à la couleur intense et à la texture veloutée. Ses ingrédients hydratants permettent de lisser la peau tout en laissant les lèvres douces et souples.,Appliquer délicatement une quantité modérée de l'intérieur des lèvres vers l'extérieur.,,"Dimethicone,Cyclopentasiloxane,Dimethicone Crosspolymer,Cyclohexasiloxane,Polyglyceryl-2 Triisostearate,Titanium Dioxide,1,2-Hexanediol,Cetyl PEG/PPG-10/1 Dimethicone,Talc, Red Ferric Oxide,Dimethicone/Vinyl Dimethicone Crosspolymer,Butyloctyl Salicylate,Phenyl Trimethicone,Phenoxyethanol,Tocopheryl Acetate,Lithol Rubine BCA,Sunset Yellow FCF,C30-45 Alkyl Dimethicone,Black Oxide of Iron,Fragrance,Benzyl Benzoate,Linalool,Amyl Cinnamal,Hexyl Cinnamal,Mangifera Indica (Mango) Seed Oil,Gossypium Herbaceum (Cotton) Seed Oil,Camellia Sinensis Seed Oil,Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate",,,,,,,,,,,,,,,
9814977053013.0,2025-04-28T16:16:56+02:00,PERIPERA,Ink Airy Velvet #30 Wake Up Cherry,M,11.9,,8800255681700,Encre à lèvres à la texture veloutée,Encre à lèvres à la couleur intense et à la texture veloutée. Ses ingrédients hydratants permettent de lisser la peau tout en laissant les lèvres douces et souples.,Appliquer délicatement une quantité modérée de l'intérieur des lèvres vers l'extérieur.,,"Dimethicone,Cyclopentasiloxane,Dimethicone Crosspolymer,Polyglyceryl-2 Triisostearate,Cyclohexasiloxane,Titanium Dioxide,1,2-Hexanediol,Cetyl PEG/PPG-10/1 Dimethicone,Talc,Lithol Rubine BCA,Sunset Yellow FCF,Dimethicone/Vinyl Dimethicone Crosspolymer,Butyloctyl Salicylate,Phenyl Trimethicone,Phenoxyethanol,Tocopheryl Acetate,C30-45 Alkyl Dimethicone,Fragrance,Black Oxide of Iron,Benzyl Benzoate,Linalool,Amyl Cinnamal,Hexyl Cinnamal,Mangifera Indica (Mango) Seed Oil,Gossypium Herbaceum (Cotton) Seed Oil,Camellia Sinensis Seed Oil,Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate",,,,,,,,,,,,,,,
9814977970517.0,2025-04-28T16:16:56+02:00,PERIPERA,Ink Airy Velvet #31 Mild Rose,M,11.9,,8800255683759,Encre à lèvres à la texture veloutée,Encre à lèvres à la couleur intense et à la texture veloutée. Ses ingrédients hydratants permettent de lisser la peau tout en laissant les lèvres douces et souples.,Appliquer délicatement une quantité modérée de l'intérieur des lèvres vers l'extérieur.,,"Dimethicone, Cyclopentasiloxane, Dimethicone Crosspolymer, Cyclohexasiloxane, Polyglyceryl-2 Triisostearate, Titanium Dioxide, Sunset Yellow FCF, 1,2-Hexanediol, Cetyl PEG/PPG-10/1 Dimethicone, Talc, Dimethicone/Vinyl Dimethicone Crosspolymer, Butyloctyl Salicylate, Phenyl Trimethicone, Phenoxyethanol, Tocopheryl Acetate, Lithol Rubine BCA, C30-45 Alkyl Dimethicone, Fragrance, Ferrous-Ferric Oxide, Linalool, Limonene, Hexyl Cinnamal, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate",,,,,,,,,,,,,,,
9814978199893.0,2025-04-28T16:16:56+02:00,PERIPERA,Ink Airy Velvet #32 Reddish Rose,M,11.9,,8800255683766,Encre à lèvres à la texture veloutée,Encre à lèvres à la couleur intense et à la texture veloutée. Ses ingrédients hydratants permettent de lisser la peau tout en laissant les lèvres douces et souples.,Appliquer délicatement une quantité modérée de l'intérieur des lèvres vers l'extérieur.,,"Dimethicone, Cyclopentasiloxane, Dimethicone Crosspolymer, Cyclohexasiloxane, Polyglyceryl-2 Triisostearate, Titanium Dioxide, 1,2-Hexanediol, Cetyl PEG/PPG-10/1 Dimethicone, Talc, Dimethicone/Vinyl Dimethicone Crosspolymer, Butyloctyl Salicylate, Phenyl Trimethicone, Sunset Yellow FCF, Ferric Oxide, Phenoxyethanol, Lithol Rubine BCA, Tocopheryl Acetate, C30-45 Alkyl Dimethicone, Fragrance, Ferrous-Ferric Oxide, Linalool, Limonene, Hexyl Cinnamal, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate,",,,,,,,,,,,,,,,
9717163917653.0,2025-04-29T09:59:56+02:00,COSRX,Master Patch Intensive,P,12.9,,8809598454118,Patchs à peaux à problèmes anti-acné,"Le Master Patch Intensive de Cosrx protège et traite les boutons de manière discrète et efficace, grâce à l’acide salicylique et l’huile d’arbre à thé, tout en étant invisible et adhérant toute la journée.","Nettoyez et séchez votre visage.
Sélectionnez un patch de plus grande taille que la zone concernée et attachez le patch à l'endroit.
Retirer après 6 à 24 heures.",36 pcs,cellulose gumhydrogenated poly (c6-20 olefin)polyisobutenestyrene/isoprene copolymersalicylic acidmelaleuca alternifolia (tea tree) leaf oil,,,True,,,True,,,,,,,,,
9717163065685.0,2025-04-29T10:38:19+02:00,HEIMISH,Moringa Ceramide BB Cream SPF 30 PA++ - 31 Deep,M,24.9,,8809481762146,Crème hydratante teintée,"BB cream avec une action triplé, crème hydratante, protection solaire et base de maquillage.","Lors de la dernière étape de ta routine beauté, applique une quantité appropriée uniformément sur ton visage.
Applique une double couche sur les zones à problèmes pour une meilleure couvrance.",30 gr,"Eau, Cyclopentasiloxane, Dioxyde de Titane, Oxyde de Zinc, Glycérine, Triglycéride Caprylique/Caprique, PEG-10 Diméthicone, Dipropylène Glycol, Diméthicone, CI 77492, Niacinamide, Cetyl Ethylhexanoate, Hectorite de Disteardimonium, Bétaine, Sulfate de Magnésium, Silice, Sesquioléate de Sorbitane, Polyméthylsilsesquioxane, 1,2-Hexanediol, CI 77491, Copolymère de Diméthicone, CI 77499, Silane Triéthoxycaprylylsilane, Copolymère d'Acrylates/Diméthicone, Huile de Graines de Moringa Oleifera, Ferment de Candida Bombicola/Glucose/Méthyl Rapeseedate, Tréhalose Glycosylée, Acide Palmitique, Hydrolysate d'Amidon Hydrogéné, Acétate de Tocophéryle, Glycol Caprylyl, Éthylhexylglycérine, Hydroxyde d'Aluminium, Panthénol, Acide Hyaluronique, Adénosine, Huile de Feuille/Tige de Citrus Aurantium Amara, Huile d'Artemisia Vulgaris, Huile de Lavandula Angustifolia, Huile de Litsea Cubeba, Extrait de Fleur de Prunus Persica, Cyclotétrasiloxane, Extrait de Feuille de Laurus Nobilis, Céramide NP, Propylène Glycol, Phytosphingosine, Lécithine Hydrogénée, Acide Myristique, Acide Stéarique, Tocophérol.",10,,,,,True,,,,,,,,,
